Student ID,Gender,Type of Examinee,Pre-assessment 2025,Anatomy,Physiology,Parasitology,Pharmacology,Pathology,Zootechnics,Microbiology & Public Health,Medicine,Surgery,Post-assessment 2025,Pre-assessment 2025_last,Anatomy_last,Physiology_last,Parasitology_last,Pharmacology_last,Pathology_last,Zootechnics_last,Microbiology & Public Health_last,Medicine_last,Surgery_last,Post-assessment 2025_last,Pre-assessment 2025_best,Anatomy_best,Physiology_best,Parasitology_best,Pharmacology_best,Pathology_best,Zootechnics_best,Microbiology & Public Health_best,Medicine_best,Surgery_best,Post-assessment 2025_best,avg_best_score,max_best_score,avg_first_score,avg_last_score,total_attempts,avg_attempts,avg_improvement,score_std,num_exams,Licensure Exam Result,exam_coverage_ratio,best_minus_first,last_minus_first,best_minus_last,attempt_intensity,stability_index,score_range_proxy
Student 204,Female,First Taker,51.0,68.0,66.0,66.0,47.0,65.0,85.0,72.0,81.0,77.0,88.0,96.0,87.0,87.0,84.0,72.0,99.0,94.0,80.0,89.0,77.0,88.0,96.0,93.0,87.0,84.0,72.0,99.0,98.0,80.0,89.0,77.0,88.0,87.54545455,99,69.63636364,86.63636364,24,2.181818182,17.0,8.756296436,11,1,1.0,17.909090910000003,17.0,0.9090909100000033,2.1818181818181817,0.10249791061186654,29.36363636
Student 205,Female,First Taker,55.0,59.0,61.0,55.0,47.0,,68.0,,,,,55.0,88.0,100.0,55.0,47.0,,68.0,,,,,55.0,88.0,100.0,55.0,47.0,,68.0,,,,,68.83333333,100,57.5,68.83333333,8,1.333333333,11.33333333,20.97061436,6,0,0.5454545454545454,11.333333330000002,11.333333330000002,0.0,1.3333333333333333,0.04551534079177202,42.5
Student 206,Female,First Taker,43.0,33.0,85.0,67.0,69.0,50.0,74.0,73.0,77.0,76.0,77.0,68.0,72.0,84.0,67.0,65.0,73.0,86.0,80.0,81.0,76.0,77.0,68.0,72.0,85.0,67.0,69.0,73.0,86.0,80.0,81.0,76.0,77.0,75.81818182,86,65.81818182,75.36363636,21,1.909090909,9.545454545,6.645572689,11,1,1.0,10.0,9.545454539999994,0.4545454600000056,1.9090909090909092,0.13079464948894426,20.181818179999993
Student 207,Female,Repeater,50.0,47.0,68.0,61.0,57.0,43.0,57.0,63.0,65.0,,,50.0,47.0,68.0,61.0,57.0,43.0,57.0,63.0,65.0,,,50.0,47.0,68.0,61.0,57.0,43.0,57.0,63.0,65.0,,,56.77777778,68,56.77777778,56.77777778,9,1.0,0.0,8.526103708,9,1,0.8181818181818182,0.0,0.0,0.0,1.0,0.10497471271073841,11.222222219999999
Student 208,Female,First Taker,52.0,62.0,68.0,58.0,,,,,,73.0,,98.0,71.0,68.0,58.0,,,,,,73.0,,98.0,90.0,68.0,58.0,,,,,,73.0,,77.4,98,62.6,73.6,10,2.0,11.0,16.33401359,5,1,0.45454545454545453,14.800000000000004,10.999999999999993,3.8000000000000114,2.0,0.05769004361326337,35.4
Student 209,Female,First Taker,44.0,51.0,72.0,65.0,62.0,51.0,,,79.0,,,44.0,51.0,72.0,65.0,62.0,51.0,,,79.0,,,44.0,51.0,72.0,65.0,62.0,51.0,,,79.0,,,60.57142857,79,60.57142857,60.57142857,7,1.0,0.0,12.58116506,7,1,0.6363636363636364,0.0,0.0,0.0,1.0,0.07363138549469923,18.428571429999998
Student 210,Female,Repeater,35.0,,51.0,,,,,,,,,35.0,,55.0,,,,,,,,,35.0,,55.0,,,,,,,,,45.0,55,43.0,45.0,3,1.5,2.0,14.14213562,2,1,0.18181818181818182,2.0,2.0,0.0,1.5,0.06604088254758347,12.0
Student 211,Female,First Taker,65.0,,,,,,,,,,,65.0,,,,,,,,,,,65.0,,,,,,,,,,,65.0,65,65.0,65.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 212,Female,First Taker,34.0,42.0,53.0,51.0,47.0,34.0,67.0,62.0,68.0,65.0,,95.0,42.0,53.0,51.0,47.0,45.0,67.0,62.0,68.0,65.0,,95.0,42.0,53.0,51.0,47.0,45.0,67.0,62.0,68.0,65.0,,59.5,95,52.3,59.5,12,1.2,7.2,15.6790731,10,1,0.9090909090909091,7.200000000000003,7.200000000000003,0.0,1.2,0.0599553700619011,42.7
Student 213,Male,First Taker,35.0,53.0,73.0,54.0,58.0,,,,,,,35.0,53.0,73.0,54.0,58.0,,,,,,,35.0,53.0,73.0,54.0,58.0,,,,,,,54.6,73,54.6,54.6,5,1.0,0.0,13.57571361,5,1,0.45454545454545453,0.0,0.0,0.0,1.0,0.0686072755514301,18.4
Student 214,Female,First Taker,66.0,58.0,74.0,62.0,60.0,47.0,88.0,77.0,81.0,77.0,,54.0,69.0,80.0,66.0,70.0,72.0,89.0,79.0,80.0,76.0,,66.0,80.0,81.0,90.0,76.0,73.0,89.0,79.0,81.0,98.0,,81.3,98,69.0,73.5,35,3.5,4.5,9.141480551,10,1,0.9090909090909091,12.299999999999997,4.5,7.799999999999997,3.5,0.09860493198908664,29.0
Student 215,Female,Repeater,43.0,54.0,57.0,,,,,,,,,43.0,73.0,57.0,,,,,,,,,43.0,73.0,57.0,,,,,,,,,57.66666667,73,51.33333333,57.66666667,4,1.333333333,6.333333333,15.011107,3,0,0.2727272727272727,6.333333339999996,6.333333339999996,0.0,1.3333333333333333,0.06245664337887442,21.666666669999998
Student 216,Female,Repeater,61.0,51.0,77.0,55.0,59.0,,,,,,,84.0,89.0,97.0,97.0,59.0,,,,,,,84.0,89.0,97.0,97.0,59.0,,,,,,,85.2,97,60.6,85.2,11,2.2,24.6,15.6588633,5,1,0.45454545454545453,24.6,24.6,0.0,2.2,0.060028105278947815,36.4
Student 217,Female,First Taker,64.0,66.0,87.0,77.0,67.0,68.0,75.0,80.0,82.0,82.0,88.0,64.0,79.0,92.0,86.0,70.0,73.0,92.0,93.0,93.0,82.0,88.0,64.0,79.0,92.0,86.0,70.0,73.0,92.0,93.0,93.0,82.0,88.0,82.90909091,93,76.0,82.90909091,19,1.727272727,6.909090909,10.21229206,11,1,1.0,6.909090910000003,6.909090910000003,0.0,1.7272727272727273,0.089187830164317,17.0
Student 218,Female,Repeater,35.0,38.0,43.0,47.0,41.0,,,,,,,35.0,38.0,43.0,47.0,41.0,,,,,,,35.0,38.0,43.0,47.0,41.0,,,,,,,40.8,47,40.8,40.8,5,1.0,0.0,4.604345773,5,0,0.45454545454545453,0.0,0.0,0.0,1.0,0.17843295908287635,6.200000000000003
Student 219,Male,First Taker,48.0,68.0,79.0,53.0,60.0,58.0,72.0,64.0,66.0,64.0,,48.0,99.0,79.0,53.0,60.0,58.0,72.0,64.0,66.0,64.0,,48.0,99.0,79.0,53.0,60.0,58.0,72.0,64.0,66.0,64.0,,66.3,99,63.2,66.3,12,1.2,3.1,14.50708639,10,1,0.9090909090909091,3.0999999999999943,3.0999999999999943,0.0,1.2,0.06448664661111751,35.8
Student 220,Male,Repeater,34.0,49.0,59.0,49.0,47.0,39.0,52.0,59.0,65.0,62.0,,34.0,60.0,68.0,49.0,47.0,39.0,52.0,59.0,65.0,62.0,,34.0,62.0,68.0,49.0,47.0,39.0,52.0,59.0,65.0,62.0,,53.7,68,51.5,53.5,15,1.5,2.0,11.41198201,10,1,0.9090909090909091,2.200000000000003,2.0,0.20000000000000284,1.5,0.08056730981355975,16.5
Student 221,Female,First Taker,39.0,62.0,62.0,60.0,61.0,48.0,65.0,69.0,72.0,60.0,79.0,69.0,66.0,68.0,62.0,68.0,48.0,79.0,69.0,72.0,60.0,79.0,92.0,66.0,68.0,62.0,68.0,48.0,79.0,69.0,72.0,60.0,79.0,69.36363636,92,61.54545455,67.27272727,22,2.0,5.727272727,11.48279345,11,1,1.0,7.818181809999999,5.727272720000002,2.0909090899999967,2.0,0.08011027371441445,30.454545449999998
Student 222,Male,Repeater,,56.0,,,,,,,,,,,56.0,,,,,,,,,,,56.0,,,,,,,,,,56.0,56,56.0,56.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 223,,Repeater,42.0,41.0,,,,,,,,,,29.0,41.0,,,,,,,,,,42.0,41.0,,,,,,,,,,41.5,42,41.5,35.0,4,2.0,-6.5,0.7071067812,2,1,0.18181818181818182,0.0,-6.5,6.5,2.0,0.5857864376222888,0.5
Student 224,Male,First Taker,,71.0,74.0,84.0,72.0,57.0,,,,,,,71.0,93.0,84.0,72.0,63.0,,,,,,,71.0,93.0,84.0,72.0,63.0,,,,,,76.6,93,71.6,76.6,7,1.4,5.0,11.8448301,5,1,0.45454545454545453,5.0,5.0,0.0,1.4,0.07785233375722113,21.400000000000006
Student 225,Male,First Taker,49.0,62.0,66.0,64.0,46.0,48.0,55.0,65.0,68.0,61.0,56.0,83.0,70.0,84.0,78.0,59.0,47.0,84.0,65.0,75.0,61.0,56.0,83.0,70.0,84.0,78.0,59.0,48.0,84.0,65.0,75.0,61.0,56.0,69.36363636,84,58.18181818,69.27272727,22,2.0,11.09090909,12.4601182,11,1,1.0,11.18181818,11.090909090000004,0.0909090899999967,2.0,0.07429355263759868,25.81818182
Student 226,Male,First Taker,,53.0,69.0,57.0,57.0,,81.0,,,69.0,,,60.0,69.0,57.0,52.0,,81.0,,,69.0,,,75.0,69.0,57.0,57.0,,81.0,,,69.0,,68.0,81,64.33333333,64.66666667,10,1.666666667,0.3333333333,9.612491873,6,1,0.5454545454545454,3.666666669999998,0.3333333399999958,3.333333330000002,1.6666666666666667,0.09422857628227463,16.666666669999998
Student 227,Male,Repeater,,59.0,71.0,52.0,30.0,31.0,83.0,30.0,28.0,29.0,,,97.0,71.0,32.0,89.0,87.0,83.0,26.0,100.0,84.0,,,97.0,71.0,92.0,89.0,87.0,83.0,30.0,100.0,84.0,,81.44444444,100,45.88888889,74.33333333,17,1.888888889,28.44444444,21.06603375,9,1,0.8181818181818182,35.55555555,28.444444440000005,7.111111109999996,1.8888888888888888,0.04531852037070323,54.11111111
Student 228,Female,First Taker,48.0,67.0,83.0,60.0,81.0,80.0,77.0,88.0,90.0,78.0,91.0,52.0,87.0,94.0,92.0,93.0,80.0,93.0,88.0,90.0,94.0,91.0,52.0,87.0,94.0,92.0,93.0,80.0,93.0,88.0,90.0,94.0,91.0,86.72727273,94,76.63636364,86.72727273,19,1.727272727,10.09090909,12.22367301,11,1,1.0,10.090909089999997,10.090909089999997,0.0,1.7272727272727273,0.07562195459943545,17.36363636
Student 229,Male,Repeater,51.0,62.0,,,,,,,,,,51.0,62.0,,,,,,,,,,51.0,62.0,,,,,,,,,,56.5,62,56.5,56.5,2,1.0,0.0,7.778174593,2,0,0.18181818181818182,0.0,0.0,0.0,1.0,0.11391890072423855,5.5
Student 230,Female,Repeater,40.0,49.0,62.0,59.0,67.0,59.0,56.0,68.0,69.0,,,86.0,91.0,92.0,59.0,67.0,59.0,56.0,68.0,69.0,,,86.0,91.0,92.0,59.0,67.0,59.0,56.0,68.0,69.0,,,71.88888889,92,58.77777778,71.88888889,12,1.333333333,13.11111111,14.14606345,9,1,0.8181818181818182,13.111111110000003,13.111111110000003,0.0,1.3333333333333333,0.06602375615955841,33.22222222
Student 231,Female,Repeater,45.0,52.0,70.0,53.0,65.0,58.0,54.0,74.0,66.0,75.0,96.0,77.0,83.0,80.0,89.0,65.0,80.0,86.0,81.0,91.0,84.0,94.0,90.0,83.0,93.0,89.0,65.0,80.0,100.0,81.0,96.0,84.0,96.0,87.0,100,64.36363636,82.72727273,38,3.454545455,18.36363636,9.869143833,11,0,1.0,22.63636364,18.363636369999995,4.272727270000004,3.4545454545454546,0.09200356673576093,35.63636364
Student 232,Female,First Taker,44.0,45.0,,,,,,,,,,44.0,45.0,,,,,,,,,,44.0,45.0,,,,,,,,,,44.5,45,44.5,44.5,3,1.5,0.0,0.7071067812,2,0,0.18181818181818182,0.0,0.0,0.0,1.5,0.5857864376222888,0.5
Student 233,Female,Repeater,42.0,50.0,59.0,51.0,61.0,57.0,60.0,52.0,63.0,57.0,62.0,46.0,50.0,59.0,44.0,61.0,96.0,60.0,52.0,63.0,57.0,99.0,46.0,50.0,59.0,51.0,61.0,96.0,60.0,52.0,63.0,57.0,99.0,63.09090909,99,55.81818182,62.45454545,15,1.363636364,6.636363636,17.81266148,11,0,1.0,7.272727269999997,6.636363629999998,0.636363639999999,1.3636363636363635,0.0531556899093259,43.18181818
Student 234,Female,First Taker,51.0,63.0,72.0,69.0,,,,,,,,51.0,93.0,72.0,69.0,,,,,,,,51.0,93.0,72.0,69.0,,,,,,,,71.25,93,63.75,71.25,5,1.25,7.5,17.21191448,4,0,0.36363636363636365,7.5,7.5,0.0,1.25,0.05490910914929796,29.25
Student 235,Male,Repeater,47.0,30.0,58.0,29.0,53.0,26.0,15.0,37.0,29.0,33.0,40.0,47.0,30.0,58.0,29.0,53.0,26.0,15.0,37.0,29.0,33.0,40.0,47.0,30.0,58.0,29.0,53.0,26.0,15.0,37.0,29.0,33.0,40.0,36.09090909,58,36.09090909,36.09090909,11,1.0,0.0,12.62897102,11,1,1.0,0.0,0.0,0.0,1.0,0.07337311074567095,21.909090910000003
Student 236,Male,Repeater,23.0,45.0,23.0,17.0,30.0,24.0,17.0,27.0,25.0,23.0,64.0,45.0,45.0,23.0,17.0,30.0,24.0,17.0,27.0,25.0,23.0,64.0,45.0,45.0,23.0,17.0,30.0,24.0,17.0,27.0,25.0,23.0,64.0,30.90909091,64,28.90909091,30.90909091,12,1.090909091,2.0,14.50141059,11,1,1.0,2.0,2.0,0.0,1.0909090909090908,0.06451025822418396,35.09090909
Student 237,Female,Repeater,43.0,49.0,,,,,,,,,,54.0,61.0,,,,,,,,,,54.0,61.0,,,,,,,,,,57.5,61,46.0,57.5,4,2.0,11.5,4.949747468,2,1,0.18181818181818182,11.5,11.5,0.0,2.0,0.16807436036207915,15.0
Student 238,Female,First Taker,36.0,46.0,43.0,48.0,40.0,46.0,50.0,51.0,56.0,68.0,,88.0,55.0,52.0,54.0,63.0,60.0,66.0,68.0,56.0,98.0,,99.0,55.0,96.0,95.0,97.0,60.0,96.0,99.0,56.0,98.0,,85.1,99,48.4,66.0,27,2.7,17.6,19.4733436,10,1,0.9090909090909091,36.699999999999996,17.6,19.099999999999994,2.7,0.048844000254066954,50.6
Student 239,Female,Repeater,68.0,52.0,72.0,65.0,58.0,45.0,70.0,67.0,76.0,66.0,71.0,68.0,74.0,78.0,55.0,58.0,45.0,70.0,67.0,76.0,66.0,38.0,68.0,74.0,78.0,65.0,58.0,45.0,70.0,67.0,76.0,66.0,71.0,67.09090909,78,64.54545455,63.18181818,21,1.909090909,-1.363636364,9.202766383,11,0,1.0,2.5454545399999944,-1.3636363700000018,3.909090909999996,1.9090909090909092,0.09801263328602866,13.454545449999998
Student 240,Male,First Taker,47.0,45.0,69.0,55.0,60.0,26.0,64.0,55.0,25.0,18.0,29.0,28.0,21.0,6.0,55.0,26.0,22.0,18.0,26.0,25.0,18.0,29.0,47.0,53.0,69.0,55.0,60.0,26.0,64.0,55.0,25.0,18.0,29.0,45.54545455,69,44.81818182,24.90909091,19,1.727272727,-19.90909091,17.81215111,11,0,1.0,0.7272727300000028,-19.90909091,20.636363640000003,1.7272727272727273,0.05315713201285252,24.18181818
Student 241,Female,Repeater,41.0,,,,,,,,,,,41.0,,,,,,,,,,,41.0,,,,,,,,,,,41.0,41,41.0,41.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 242,Male,Repeater,40.0,48.0,86.0,49.0,69.0,57.0,63.0,61.0,68.0,72.0,59.0,91.0,52.0,67.0,49.0,62.0,63.0,81.0,81.0,68.0,72.0,59.0,91.0,52.0,86.0,49.0,70.0,73.0,81.0,97.0,68.0,72.0,59.0,72.54545455,97,61.09090909,67.72727273,23,2.090909091,6.636363636,15.42312314,11,0,1.0,11.454545460000006,6.636363639999999,4.818181820000007,2.090909090909091,0.06088975838976751,35.90909091
Student 243,Female,First Taker,,48.0,59.0,,51.0,52.0,,,,,,,67.0,66.0,,51.0,52.0,,,,,,,67.0,74.0,,51.0,52.0,,,,,,61.0,74,52.5,59.0,9,2.25,6.5,11.34313302,4,0,0.36363636363636365,8.5,6.5,2.0,2.25,0.08101670770133206,21.5
Student 244,Female,First Taker,57.0,69.0,77.0,65.0,62.0,61.0,74.0,75.0,80.0,,,93.0,69.0,96.0,65.0,62.0,61.0,74.0,75.0,80.0,,,93.0,69.0,96.0,65.0,62.0,61.0,74.0,75.0,80.0,,,75.0,96,68.88888889,75.0,11,1.222222222,6.111111111,12.70826503,9,0,0.8181818181818182,6.111111109999996,6.111111109999996,0.0,1.2222222222222223,0.07294869174264863,27.111111109999996
Student 245,Female,Repeater,44.0,51.0,54.0,60.0,42.0,35.0,75.0,48.0,54.0,58.0,,50.0,84.0,60.0,65.0,59.0,46.0,77.0,95.0,98.0,80.0,,50.0,84.0,60.0,65.0,59.0,86.0,77.0,95.0,98.0,80.0,,75.4,98,52.1,71.4,24,2.4,19.3,16.20836547,10,1,0.9090909090909091,23.300000000000004,19.300000000000004,4.0,2.4,0.05811127162212693,45.9
Student 246,Female,First Taker,48.0,72.0,91.0,56.0,,58.0,67.0,63.0,69.0,77.0,77.0,48.0,89.0,76.0,55.0,,58.0,73.0,64.0,77.0,71.0,77.0,48.0,99.0,91.0,56.0,,58.0,73.0,64.0,77.0,77.0,77.0,72.0,99,67.8,68.8,18,1.8,1.0,15.83947249,10,0,0.9090909090909091,4.200000000000003,1.0,3.200000000000003,1.8,0.059384283004936346,31.200000000000003
Student 247,Female,First Taker,51.0,60.0,79.0,62.0,,65.0,81.0,,76.0,,,51.0,60.0,79.0,62.0,,65.0,81.0,,76.0,,,51.0,60.0,79.0,62.0,,65.0,81.0,,76.0,,,67.71428571,81,67.71428571,67.71428571,8,1.142857143,0.0,11.19098276,7,1,0.6363636363636364,0.0,0.0,0.0,1.1428571428571428,0.08202784137150235,13.285714290000001
Student 248,Female,Repeater,56.0,,55.0,,,,,,,,,88.0,,95.0,,,,,,,,,88.0,,95.0,,,,,,,,,91.5,95,55.5,91.5,4,2.0,36.0,4.949747468,2,1,0.18181818181818182,36.0,36.0,0.0,2.0,0.16807436036207915,39.5
Student 249,Female,First Taker,49.0,54.0,65.0,50.0,54.0,46.0,61.0,62.0,72.0,63.0,62.0,49.0,54.0,65.0,50.0,54.0,46.0,61.0,62.0,72.0,63.0,62.0,49.0,54.0,65.0,50.0,54.0,46.0,61.0,62.0,72.0,63.0,62.0,58.0,72,58.0,58.0,12,1.090909091,0.0,7.949842766,11,1,1.0,0.0,0.0,0.0,1.0909090909090908,0.11173380651992564,14.0
Student 250,Female,First Taker,47.0,63.0,83.0,83.0,89.0,87.0,85.0,68.0,88.0,83.0,,25.0,97.0,92.0,83.0,97.0,87.0,85.0,68.0,88.0,83.0,,47.0,97.0,92.0,83.0,97.0,87.0,85.0,68.0,88.0,83.0,,82.7,97,77.6,80.5,14,1.4,2.9,15.0484403,10,0,0.9090909090909091,5.1000000000000085,2.9000000000000057,2.200000000000003,1.4,0.06231135121585616,19.400000000000006
Student 251,Female,Repeater,35.0,58.0,77.0,53.0,50.0,44.0,63.0,59.0,64.0,71.0,,35.0,58.0,77.0,53.0,50.0,44.0,63.0,59.0,64.0,71.0,,35.0,58.0,77.0,53.0,50.0,44.0,63.0,59.0,64.0,71.0,,57.4,77,57.4,57.4,10,1.0,0.0,12.48287716,10,1,0.9090909090909091,0.0,0.0,0.0,1.0,0.0741681458736957,19.6
Student 252,Female,First Taker,39.0,42.0,54.0,41.0,,,54.0,,59.0,,,39.0,42.0,54.0,41.0,,,54.0,,59.0,,,39.0,42.0,54.0,41.0,,,54.0,,59.0,,,48.16666667,59,48.16666667,48.16666667,6,1.0,0.0,8.471520918,6,0,0.5454545454545454,0.0,0.0,0.0,1.0,0.10557966441266746,10.833333330000002
Student 253,Female,First Taker,57.0,63.0,78.0,,,,64.0,,,,,57.0,74.0,75.0,,,,64.0,,,,,57.0,74.0,78.0,,,,64.0,,,,,68.25,78,65.5,67.5,7,1.75,2.0,9.53502316,4,1,0.36363636363636365,2.75,2.0,0.75,1.75,0.09492148093198877,12.5
Student 254,Female,First Taker,,30.0,51.0,62.0,57.0,47.0,72.0,57.0,69.0,74.0,68.0,,82.0,61.0,54.0,54.0,52.0,74.0,78.0,66.0,74.0,68.0,,82.0,61.0,62.0,57.0,57.0,74.0,78.0,69.0,74.0,68.0,68.2,82,58.7,66.3,22,2.2,7.6,8.791409949,10,1,0.9090909090909091,9.5,7.599999999999994,1.9000000000000057,2.2,0.10213033722504186,23.299999999999997
Student 255,Female,Repeater,37.0,43.0,48.0,51.0,44.0,42.0,56.0,51.0,62.0,55.0,50.0,99.0,90.0,91.0,89.0,83.0,76.0,99.0,94.0,96.0,92.0,99.0,99.0,90.0,91.0,89.0,83.0,76.0,99.0,94.0,96.0,92.0,99.0,91.63636364,99,49.0,91.63636364,27,2.454545455,42.63636364,7.187109673,11,0,1.0,42.63636364,42.63636364,0.0,2.4545454545454546,0.122143227578576,50.0
Student 256,Female,Repeater,,54.0,,52.0,62.0,51.0,,52.0,66.0,,,,54.0,,73.0,80.0,73.0,,73.0,76.0,,,,80.0,,75.0,93.0,73.0,,73.0,76.0,,,78.33333333,93,56.16666667,71.5,16,2.666666667,15.33333333,7.633260553,6,0,0.5454545454545454,22.166666660000004,15.333333330000002,6.833333330000002,2.6666666666666665,0.11583109230411293,36.83333333
Student 257,Female,First Taker,55.0,52.0,81.0,68.0,56.0,58.0,80.0,78.0,82.0,67.0,72.0,76.0,78.0,73.0,69.0,63.0,67.0,81.0,78.0,82.0,67.0,72.0,83.0,78.0,81.0,69.0,73.0,67.0,81.0,78.0,82.0,67.0,72.0,75.54545455,83,68.09090909,73.27272727,24,2.181818182,5.181818182,6.137811277,11,1,1.0,7.454545460000006,5.181818180000008,2.272727279999998,2.1818181818181817,0.14009896888452014,14.909090910000003
Student 258,Male,First Taker,51.0,52.0,70.0,62.0,44.0,49.0,53.0,,,70.0,,96.0,52.0,70.0,62.0,44.0,49.0,56.0,,,70.0,,96.0,52.0,70.0,62.0,44.0,49.0,56.0,,,70.0,,62.375,96,56.375,62.375,10,1.25,6.0,16.52649388,8,1,0.7272727272727273,6.0,6.0,0.0,1.25,0.05705647728785787,39.625
Student 259,Male,Repeater,38.0,61.0,,,,,,,,,,64.0,61.0,,,,,,,,,,64.0,61.0,,,,,,,,,,62.5,64,49.5,62.5,6,3.0,13.0,2.121320344,2,0,0.18181818181818182,13.0,13.0,0.0,3.0,0.3203772409718418,14.5
Student 260,Female,First Taker,45.0,66.0,80.0,57.0,55.0,61.0,69.0,77.0,85.0,79.0,,72.0,66.0,97.0,99.0,94.0,61.0,97.0,100.0,85.0,79.0,,83.0,66.0,97.0,99.0,94.0,61.0,97.0,100.0,85.0,79.0,,86.1,100,67.4,85.0,17,1.7,17.6,13.9638422,10,1,0.9090909090909091,18.69999999999999,17.599999999999994,1.0999999999999943,1.7,0.06682775630980659,32.599999999999994
Student 261,Male,First Taker,40.0,47.0,64.0,78.0,77.0,53.0,77.0,54.0,,,59.0,40.0,80.0,67.0,78.0,77.0,53.0,77.0,75.0,,,59.0,40.0,80.0,67.0,78.0,77.0,53.0,77.0,75.0,,,59.0,67.33333333,80,61.0,67.33333333,13,1.444444444,6.333333333,13.88344338,9,1,0.8181818181818182,6.333333330000002,6.333333330000002,0.0,1.4444444444444444,0.06718875292956569,19.0
Student 262,Female,First Taker,49.0,60.0,,,75.0,66.0,72.0,,,,,49.0,60.0,,,75.0,71.0,66.0,,,,,49.0,60.0,,,75.0,71.0,72.0,,,,,65.4,75,64.4,64.2,7,1.4,-0.2,10.78424777,5,1,0.45454545454545453,1.0,-0.20000000000000284,1.2000000000000028,1.4,0.08485904399818979,10.599999999999994
Student 263,Female,First Taker,51.0,67.0,80.0,71.0,,59.0,74.0,70.0,81.0,70.0,71.0,51.0,60.0,80.0,71.0,,61.0,83.0,83.0,81.0,70.0,71.0,51.0,73.0,88.0,71.0,,78.0,83.0,83.0,81.0,70.0,71.0,74.9,88,69.4,71.1,21,2.1,1.7,10.42912588,10,1,0.9090909090909091,5.5,1.6999999999999886,3.8000000000000114,2.1,0.08749575518718497,18.599999999999994
Student 264,Female,First Taker,43.0,48.0,60.0,73.0,57.0,48.0,72.0,61.0,62.0,79.0,,43.0,61.0,61.0,60.0,60.0,48.0,75.0,66.0,76.0,79.0,,43.0,87.0,61.0,73.0,60.0,48.0,75.0,66.0,88.0,79.0,,68.0,88,60.3,62.9,19,1.9,2.6,15.26797665,10,1,0.9090909090909091,7.700000000000003,2.6000000000000014,5.100000000000001,1.9,0.061470459511632006,27.700000000000003
Student 265,Male,Repeater,67.0,82.0,95.0,83.0,76.0,81.0,79.0,87.0,78.0,80.0,85.0,67.0,82.0,95.0,78.0,76.0,81.0,79.0,87.0,78.0,80.0,82.0,67.0,82.0,95.0,83.0,76.0,81.0,79.0,87.0,78.0,80.0,85.0,81.18181818,95,81.18181818,80.45454545,13,1.181818182,-0.7272727273,6.983096474,11,1,1.0,0.0,-0.7272727299999957,0.7272727299999957,1.1818181818181819,0.12526467684023132,13.818181820000007
Student 266,Female,First Taker,46.0,47.0,57.0,38.0,38.0,44.0,72.0,54.0,66.0,58.0,,93.0,79.0,81.0,47.0,45.0,41.0,72.0,70.0,69.0,58.0,,93.0,79.0,97.0,47.0,45.0,53.0,72.0,70.0,69.0,58.0,,68.3,97,52.0,65.5,23,2.3,13.5,17.95704752,10,1,0.9090909090909091,16.299999999999997,13.5,2.799999999999997,2.3,0.052750830473204405,45.0
Student 267,Male,First Taker,53.0,72.0,80.0,51.0,61.0,58.0,74.0,65.0,73.0,60.0,64.0,86.0,94.0,91.0,61.0,61.0,74.0,97.0,88.0,97.0,66.0,98.0,86.0,99.0,91.0,61.0,61.0,74.0,99.0,88.0,97.0,66.0,98.0,83.63636364,99,64.63636364,83.0,30,2.727272727,18.36363636,15.37707857,11,1,1.0,19.0,18.36363636,0.636363639999999,2.727272727272727,0.06106095148324124,34.36363636
Student 268,Female,Repeater,54.0,44.0,51.0,38.0,28.0,42.0,18.0,26.0,25.0,71.0,,96.0,92.0,95.0,18.0,28.0,22.0,99.0,26.0,25.0,18.0,,96.0,92.0,95.0,38.0,28.0,42.0,99.0,26.0,25.0,71.0,,61.2,99,39.7,51.9,20,2.0,12.2,32.29310212,10,0,0.9090909090909091,21.5,12.199999999999996,9.300000000000004,2.0,0.03003625184567211,59.3
Student 269,Female,First Taker,60.0,66.0,80.0,68.0,48.0,55.0,,73.0,71.0,77.0,,60.0,97.0,80.0,68.0,91.0,55.0,,79.0,80.0,77.0,,60.0,97.0,80.0,68.0,91.0,55.0,,79.0,80.0,77.0,,76.33333333,97,66.44444444,76.33333333,14,1.555555556,9.888888889,13.54621718,9,0,0.8181818181818182,9.888888890000004,9.888888890000004,0.0,1.5555555555555556,0.06874639554914166,30.555555560000002
Student 270,Male,Repeater,50.0,,,,,52.0,,,,,,60.0,,,,,52.0,,,,,,60.0,,,,,52.0,,,,,,56.0,60,51.0,56.0,3,1.5,5.0,5.656854249,2,1,0.18181818181818182,5.0,5.0,0.0,1.5,0.15022110483344608,9.0
Student 271,Female,First Taker,42.0,67.0,55.0,49.0,41.0,51.0,51.0,,,,,42.0,67.0,55.0,49.0,41.0,51.0,51.0,,,,,42.0,67.0,55.0,49.0,41.0,51.0,51.0,,,,,50.85714286,67,50.85714286,50.85714286,7,1.0,0.0,8.725987459,7,1,0.6363636363636364,0.0,0.0,0.0,1.0,0.1028173236101229,16.142857139999997
