Student ID,Gender,Type of Examinee,Pre-assessment 2025,Anatomy,Physiology,Parasitology,Pharmacology,Pathology,Zootechnics,Microbiology & Public Health,Medicine,Surgery,Post-assessment 2025,Pre-assessment 2025_last,Anatomy_last,Physiology_last,Parasitology_last,Pharmacology_last,Pathology_last,Zootechnics_last,Microbiology & Public Health_last,Medicine_last,Surgery_last,Post-assessment 2025_last,Pre-assessment 2025_best,Anatomy_best,Physiology_best,Parasitology_best,Pharmacology_best,Pathology_best,Zootechnics_best,Microbiology & Public Health_best,Medicine_best,Surgery_best,Post-assessment 2025_best,avg_best_score,max_best_score,avg_first_score,avg_last_score,total_attempts,avg_attempts,avg_improvement,score_std,num_exams,Licensure Exam Result,exam_coverage_ratio,best_minus_first,last_minus_first,best_minus_last,attempt_intensity,stability_index,score_range_proxy
Student 61,Female,First Taker,50.0,60.0,,,,,,,,,,50.0,64.0,,,,,,,,,,50.0,64.0,,,,,,,,,,57.0,64,55.0,57.0,3,1.5,2.0,9.899494937,2,1,0.18181818181818182,2.0,2.0,0.0,1.5,0.09174737047726379,9.0
Student 62,Female,Repeater,41.0,41.0,,,,,,,,,,58.0,41.0,,,,,,,,,,58.0,41.0,,,,,,,,,,49.5,58,41.0,49.5,3,1.5,8.5,12.02081528,2,0,0.18181818181818182,8.5,8.5,0.0,1.5,0.07680010648304043,17.0
Student 63,Female,Repeater,58.0,63.0,66.0,50.0,52.0,48.0,66.0,62.0,63.0,68.0,65.0,72.0,80.0,44.0,50.0,52.0,36.0,64.0,62.0,63.0,68.0,65.0,76.0,80.0,87.0,50.0,52.0,48.0,66.0,62.0,63.0,68.0,65.0,65.18181818,87,60.09090909,59.63636364,20,1.818181818,-0.4545454545,12.39207958,11,1,1.0,5.090909089999997,-0.4545454499999977,5.545454539999994,1.8181818181818181,0.07467100191768723,26.909090910000003
Student 64,Male,First Taker,51.0,89.0,91.0,,,,,,,,,51.0,89.0,91.0,,,,,,,,,51.0,89.0,91.0,,,,,,,,,77.0,91,77.0,77.0,3,1.0,0.0,22.53885534,3,0,0.2727272727272727,0.0,0.0,0.0,1.0,0.04248294938542241,14.0
Student 65,Male,Repeater,65.0,,87.0,,61.0,67.0,,,,,,65.0,,87.0,,93.0,67.0,,,,,,65.0,,87.0,,93.0,67.0,,,,,,78.0,93,70.0,78.0,5,1.25,8.0,14.09491634,4,1,0.36363636363636365,8.0,8.0,0.0,1.25,0.0662474688481778,23.0
Student 66,Female,Repeater,41.0,,,,,,,,,,,41.0,,,,,,,,,,,41.0,,,,,,,,,,,41.0,41,41.0,41.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 67,Male,First Taker,,73.0,86.0,,81.0,47.0,70.0,,69.0,58.0,,,73.0,86.0,,81.0,69.0,90.0,,85.0,75.0,,,73.0,86.0,,81.0,69.0,90.0,,85.0,75.0,,79.85714286,90,69.14285714,79.85714286,11,1.571428571,10.71428571,7.712080814,7,1,0.6363636363636364,10.714285719999992,10.714285719999992,0.0,1.5714285714285714,0.11478314094527636,20.857142859999996
Student 68,Female,First Taker,54.0,49.0,55.0,56.0,46.0,49.0,,,,,,54.0,49.0,55.0,56.0,46.0,49.0,,,,,,54.0,49.0,55.0,56.0,46.0,49.0,,,,,,51.5,56,51.5,51.5,6,1.0,0.0,4.037325848,6,1,0.5454545454545454,0.0,0.0,0.0,1.0,0.19851802924304293,4.5
Student 69,Female,First Taker,52.0,72.0,88.0,76.0,81.0,,87.0,,,,,52.0,72.0,88.0,76.0,81.0,,87.0,,,,,52.0,72.0,88.0,76.0,81.0,,87.0,,,,,76.0,88,76.0,76.0,6,1.0,0.0,13.28156617,6,0,0.5454545454545454,0.0,0.0,0.0,1.0,0.07002033167066858,12.0
Student 70,Female,Repeater,35.0,53.0,64.0,52.0,51.0,49.0,56.0,56.0,68.0,66.0,,35.0,53.0,74.0,52.0,51.0,49.0,56.0,56.0,68.0,66.0,,35.0,53.0,74.0,52.0,51.0,49.0,56.0,56.0,68.0,66.0,,56.0,74,55.0,56.0,11,1.1,1.0,11.09554465,10,1,0.9090909090909091,1.0,1.0,0.0,1.1,0.08267506994817302,19.0
Student 71,Female,Repeater,38.0,36.0,50.0,,34.0,38.0,66.0,,62.0,,,71.0,36.0,50.0,,34.0,38.0,86.0,,88.0,,,86.0,36.0,50.0,,34.0,38.0,87.0,,88.0,,,59.85714286,88,46.28571429,57.57142857,14,2.0,11.28571429,25.89999081,7,1,0.6363636363636364,13.571428570000002,11.28571428,2.2857142900000014,2.0,0.03717473388980686,41.71428571
Student 72,Female,Repeater,44.0,,,,,,,,,,,41.0,,,,,,,,,,,44.0,,,,,,,,,,,44.0,44,44.0,41.0,2,2.0,-3.0,0.0,1,0,0.09090909090909091,0.0,-3.0,3.0,2.0,1.0,0.0
Student 73,Female,Repeater,40.0,46.0,,,,,,,,,,40.0,46.0,,,,,,,,,,40.0,46.0,,,,,,,,,,43.0,46,43.0,43.0,2,1.0,0.0,4.242640687,2,1,0.18181818181818182,0.0,0.0,0.0,1.0,0.19074356983488616,3.0
Student 74,Female,Repeater,29.0,,,,25.0,,,,,,,29.0,,,,25.0,,,,,,,29.0,,,,25.0,,,,,,,27.0,29,27.0,27.0,2,1.0,0.0,2.828427125,2,0,0.18181818181818182,0.0,0.0,0.0,1.0,0.2612038749464246,2.0
Student 75,Male,Repeater,39.0,33.0,60.0,34.0,32.0,46.0,50.0,64.0,68.0,63.0,41.0,49.0,59.0,60.0,55.0,32.0,43.0,48.0,64.0,68.0,63.0,52.0,91.0,59.0,60.0,55.0,32.0,46.0,50.0,64.0,68.0,63.0,53.0,58.27272727,91,48.18181818,53.90909091,23,2.090909091,5.727272727,14.73832358,11,0,1.0,10.090909089999997,5.727272730000003,4.363636359999994,2.090909090909091,0.06353916889031201,42.81818182
Student 76,Female,First Taker,33.0,34.0,,50.0,,,55.0,,,51.0,,90.0,34.0,,50.0,,,55.0,,,51.0,,98.0,34.0,,50.0,,,55.0,,,51.0,,57.6,98,44.6,56.0,9,1.8,11.4,23.96455716,5,1,0.45454545454545453,13.0,11.399999999999999,1.6000000000000014,1.8,0.040056789054615065,53.4
Student 77,Male,First Taker,48.0,58.0,,,,,,,,,,54.0,56.0,,,,,,,,,,54.0,89.0,,,,,,,,,,71.5,89,53.0,55.0,5,2.5,2.0,24.74873734,2,0,0.18181818181818182,18.5,2.0,16.5,2.5,0.03883685583473352,36.0
Student 78,Female,Repeater,50.0,,,,,,,85.0,,86.0,,50.0,,,,,,,85.0,,86.0,,50.0,,,,,,,85.0,,86.0,,73.66666667,86,73.66666667,73.66666667,3,1.0,0.0,20.50203242,3,0,0.2727272727272727,0.0,0.0,0.0,1.0,0.04650723152430258,12.333333330000002
Student 79,Female,Repeater,38.0,44.0,49.0,39.0,45.0,40.0,42.0,51.0,69.0,57.0,,38.0,44.0,77.0,46.0,45.0,40.0,93.0,51.0,69.0,57.0,,38.0,44.0,77.0,46.0,45.0,40.0,93.0,51.0,69.0,57.0,,56.0,93,47.4,56.0,13,1.3,8.6,18.10463415,10,1,0.9090909090909091,8.600000000000001,8.600000000000001,0.0,1.3,0.052343321109867995,45.6
Student 80,Female,First Taker,64.0,57.0,72.0,,,,,,,,,96.0,57.0,72.0,,,,,,,,,96.0,57.0,72.0,,,,,,,,,75.0,96,64.33333333,75.0,4,1.333333333,10.66666667,19.67231557,3,1,0.2727272727272727,10.666666669999998,10.666666669999998,0.0,1.3333333333333333,0.0483738745480074,31.666666669999998
Student 81,Female,First Taker,,52.0,,,,,,,,,,,52.0,,,,,,,,,,,52.0,,,,,,,,,,52.0,52,52.0,52.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 82,Female,Repeater,61.0,,,,,,,,,,,62.0,,,,,,,,,,,62.0,,,,,,,,,,,62.0,62,61.0,62.0,2,2.0,1.0,0.0,1,1,0.09090909090909091,1.0,1.0,0.0,2.0,1.0,1.0
Student 83,Male,First Taker,33.0,68.0,73.0,46.0,60.0,50.0,87.0,74.0,,,,33.0,65.0,81.0,80.0,63.0,50.0,87.0,74.0,,,,33.0,68.0,81.0,80.0,63.0,50.0,87.0,74.0,,,,67.0,87,61.375,66.625,13,1.625,5.25,18.03171809,8,1,0.7272727272727273,5.625,5.25,0.375,1.625,0.0525438636318094,25.625
Student 84,Male,Repeater,43.0,,,,,,,,,,,43.0,,,,,,,,,,,43.0,,,,,,,,,,,43.0,43,43.0,43.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 85,Female,First Taker,66.0,53.0,66.0,,,,,,,,,66.0,53.0,66.0,,,,,,,,,66.0,53.0,66.0,,,,,,,,,61.66666667,66,61.66666667,61.66666667,3,1.0,0.0,7.505553499,3,1,0.2727272727272727,0.0,0.0,0.0,1.0,0.11757024397266681,4.333333330000002
Student 86,Male,First Taker,,,87.0,,,,,,,,,,,87.0,,,,,,,,,,,87.0,,,,,,,,,87.0,87,87.0,87.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 87,Male,First Taker,45.0,45.0,,,,,,,,,,45.0,45.0,,,,,,,,,,45.0,45.0,,,,,,,,,,45.0,45,45.0,45.0,2,1.0,0.0,0.0,2,0,0.18181818181818182,0.0,0.0,0.0,1.0,1.0,0.0
Student 88,Male,First Taker,39.0,60.0,59.0,42.0,51.0,,,,,68.0,,39.0,61.0,58.0,52.0,51.0,,,,,68.0,,39.0,61.0,59.0,52.0,51.0,,,,,68.0,,55.0,68,53.16666667,54.83333333,10,1.666666667,1.666666667,10.01998004,6,1,0.5454545454545454,1.833333330000002,1.6666666600000042,0.1666666699999979,1.6666666666666667,0.09074426599415147,14.833333330000002
Student 89,Male,First Taker,48.0,54.0,77.0,58.0,68.0,54.0,74.0,71.0,71.0,,64.0,48.0,31.0,74.0,58.0,68.0,54.0,81.0,71.0,71.0,,64.0,48.0,61.0,77.0,58.0,68.0,54.0,81.0,71.0,71.0,,64.0,65.3,81,63.9,62.0,15,1.5,-1.9,10.30695558,10,1,0.9090909090909091,1.3999999999999986,-1.8999999999999986,3.299999999999997,1.5,0.08844113633636473,17.1
Student 90,Male,First Taker,55.0,76.0,78.0,55.0,66.0,58.0,84.0,86.0,92.0,92.0,92.0,55.0,83.0,95.0,94.0,84.0,87.0,96.0,66.0,74.0,92.0,92.0,55.0,83.0,95.0,94.0,84.0,92.0,96.0,86.0,92.0,92.0,92.0,87.36363636,96,75.81818182,83.45454545,29,2.636363636,7.636363636,11.58682638,11,1,1.0,11.545454539999994,7.636363629999991,3.9090909100000033,2.6363636363636362,0.07944814441779882,20.181818179999993
Student 91,Male,First Taker,37.0,,,,,,,,,,,37.0,,,,,,,,,,,37.0,,,,,,,,,,,37.0,37,37.0,37.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 92,Male,First Taker,82.0,64.0,88.0,89.0,80.0,97.0,85.0,69.0,99.0,92.0,96.0,100.0,99.0,88.0,89.0,80.0,97.0,85.0,69.0,99.0,92.0,96.0,100.0,99.0,88.0,89.0,80.0,97.0,85.0,69.0,99.0,92.0,96.0,90.36363636,100,85.54545455,90.36363636,20,1.818181818,4.818181818,9.594506004,11,1,1.0,4.818181809999999,4.818181809999999,0.0,1.8181818181818181,0.09438854436652788,14.454545449999998
Student 93,Female,First Taker,39.0,36.0,58.0,,31.0,,,64.0,69.0,,,40.0,72.0,73.0,,31.0,,,64.0,69.0,,,40.0,72.0,73.0,,31.0,,,64.0,69.0,,,58.16666667,73,49.5,58.16666667,10,1.666666667,8.666666667,18.0600849,6,1,0.5454545454545454,8.666666669999998,8.666666669999998,0.0,1.6666666666666667,0.05246566346616851,23.5
Student 94,Female,Repeater,39.0,37.0,43.0,26.0,24.0,26.0,57.0,32.0,36.0,42.0,91.0,97.0,51.0,43.0,28.0,24.0,26.0,57.0,32.0,36.0,42.0,91.0,97.0,51.0,43.0,28.0,24.0,26.0,57.0,32.0,36.0,42.0,91.0,47.90909091,97,41.18181818,47.90909091,15,1.363636364,6.727272727,25.02180867,11,1,1.0,6.727272730000003,6.727272730000003,0.0,1.3636363636363635,0.03842930415336115,55.81818182
Student 95,Female,First Taker,,46.0,68.0,53.0,51.0,54.0,60.0,66.0,,,,,60.0,75.0,53.0,54.0,54.0,96.0,66.0,,,,,68.0,75.0,53.0,54.0,54.0,96.0,66.0,,,,66.57142857,96,56.85714286,65.42857143,13,1.857142857,8.571428571,15.49039641,7,1,0.6363636363636364,9.714285709999992,8.571428570000002,1.1428571399999896,1.8571428571428572,0.06064135604366589,39.14285714
Student 96,Female,Repeater,26.0,32.0,55.0,49.0,40.0,34.0,61.0,,72.0,60.0,,93.0,32.0,55.0,49.0,40.0,34.0,61.0,,72.0,60.0,,93.0,32.0,55.0,49.0,40.0,34.0,61.0,,72.0,60.0,,55.11111111,93,47.66666667,55.11111111,12,1.333333333,7.444444444,19.44507935,9,0,0.8181818181818182,7.444444440000005,7.444444440000005,0.0,1.3333333333333333,0.0489115245228921,45.33333333
Student 97,Female,Repeater,54.0,58.0,83.0,,,,51.0,76.0,68.0,79.0,,54.0,60.0,83.0,,,,51.0,76.0,68.0,79.0,,54.0,60.0,83.0,,,,51.0,76.0,68.0,79.0,,67.28571429,83,67.0,67.28571429,8,1.142857143,0.2857142857,12.61895777,7,1,0.6363636363636364,0.28571429000000137,0.28571429000000137,0.0,1.1428571428571428,0.07342705784746699,16.0
Student 98,,Repeater,45.0,,,,,,,,,,,45.0,,,,,,,,,,,45.0,,,,,,,,,,,45.0,45,45.0,45.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 99,Female,First Taker,42.0,55.0,60.0,55.0,45.0,40.0,56.0,61.0,61.0,64.0,,42.0,79.0,60.0,55.0,45.0,40.0,56.0,65.0,72.0,71.0,,42.0,79.0,60.0,55.0,45.0,40.0,56.0,65.0,72.0,71.0,,58.5,79,53.9,58.5,15,1.5,4.6,13.41019513,10,1,0.9090909090909091,4.600000000000001,4.600000000000001,0.0,1.5,0.06939531290024939,25.1
Student 100,Female,First Taker,25.0,77.0,72.0,60.0,61.0,,65.0,76.0,,,91.0,27.0,77.0,71.0,69.0,61.0,,65.0,76.0,,,91.0,29.0,77.0,72.0,74.0,61.0,,65.0,76.0,,,91.0,68.125,91,65.875,67.125,13,1.625,1.25,18.14573937,8,1,0.7272727272727273,2.25,1.25,1.0,1.625,0.0522309418651613,25.125
Student 101,Female,Repeater,45.0,,,,,,,,,,,31.0,,,,,,,,,,,45.0,,,,,,,,,,,45.0,45,45.0,31.0,3,3.0,-14.0,0.0,1,1,0.09090909090909091,0.0,-14.0,14.0,3.0,1.0,0.0
Student 102,Female,Repeater,72.0,59.0,84.0,88.0,84.0,79.0,81.0,85.0,84.0,80.0,77.0,86.0,79.0,84.0,88.0,84.0,79.0,81.0,85.0,84.0,80.0,77.0,86.0,79.0,84.0,88.0,84.0,79.0,81.0,85.0,84.0,80.0,77.0,82.45454545,88,79.36363636,82.45454545,13,1.181818182,3.090909091,3.44568241,11,1,1.0,3.0909090899999967,3.0909090899999967,0.0,1.1818181818181819,0.22493734544569055,8.636363639999999
Student 103,Female,First Taker,,53.0,71.0,,,,68.0,68.0,75.0,72.0,,,55.0,71.0,,,,68.0,68.0,75.0,72.0,,,55.0,71.0,,,,68.0,68.0,75.0,72.0,,68.16666667,75,67.83333333,68.16666667,7,1.166666667,0.3333333333,6.968978883,6,1,0.5454545454545454,0.3333333399999958,0.3333333399999958,0.0,1.1666666666666667,0.12548659178069502,7.166666669999998
Student 104,Female,Repeater,35.0,36.0,48.0,44.0,35.0,35.0,39.0,30.0,28.0,,39.0,66.0,36.0,40.0,37.0,35.0,35.0,37.0,30.0,58.0,,36.0,66.0,36.0,48.0,44.0,35.0,35.0,39.0,30.0,61.0,,39.0,43.3,66,36.9,41.0,19,1.9,4.1,11.8138337,10,0,0.9090909090909091,6.399999999999999,4.100000000000001,2.299999999999997,1.9,0.07804065695030832,29.1
Student 105,Female,First Taker,58.0,,,,,,,,,,,97.0,,,,,,,,,,,97.0,,,,,,,,,,,97.0,97,58.0,97.0,2,2.0,39.0,0.0,1,1,0.09090909090909091,39.0,39.0,0.0,2.0,1.0,39.0
Student 106,Female,First Taker,47.0,50.0,68.0,52.0,49.0,,81.0,,,,,47.0,96.0,68.0,52.0,49.0,,81.0,,,,,47.0,96.0,68.0,52.0,49.0,,81.0,,,,,65.5,96,57.83333333,65.5,8,1.333333333,7.666666667,19.86705816,6,1,0.5454545454545454,7.666666669999998,7.666666669999998,0.0,1.3333333333333333,0.047922423579424195,38.16666667
Student 107,Female,First Taker,44.0,39.0,52.0,,46.0,,,,,,51.0,44.0,39.0,58.0,,46.0,,,,,,51.0,44.0,39.0,58.0,,46.0,,,,,,51.0,47.6,58,46.4,47.6,7,1.4,1.2,7.231873893,5,1,0.45454545454545453,1.2000000000000028,1.2000000000000028,0.0,1.4,0.1214790232452848,11.600000000000001
Student 108,Female,Repeater,42.0,54.0,65.0,53.0,40.0,52.0,60.0,50.0,66.0,59.0,,42.0,54.0,64.0,53.0,40.0,52.0,60.0,50.0,66.0,59.0,,42.0,54.0,65.0,53.0,40.0,52.0,60.0,50.0,66.0,59.0,,54.1,66,54.1,54.0,11,1.1,-0.1,8.736259052,10,1,0.9090909090909091,0.0,-0.10000000000000142,0.10000000000000142,1.1,0.10270885302652073,11.899999999999999
Student 109,Female,Repeater,45.0,66.0,71.0,60.0,65.0,49.0,,,74.0,68.0,,45.0,66.0,78.0,60.0,65.0,70.0,,,74.0,68.0,,45.0,66.0,78.0,60.0,65.0,70.0,,,74.0,68.0,,65.75,78,62.25,65.75,10,1.25,3.5,10.03920885,8,1,0.7272727272727273,3.5,3.5,0.0,1.25,0.09058620174578906,15.75
Student 110,Female,Repeater,44.0,46.0,67.0,40.0,62.0,47.0,53.0,68.0,59.0,56.0,51.0,97.0,94.0,79.0,45.0,71.0,47.0,94.0,68.0,59.0,56.0,100.0,97.0,94.0,94.0,45.0,73.0,47.0,94.0,68.0,59.0,56.0,100.0,75.18181818,100,53.90909091,73.63636364,32,2.909090909,19.72727273,21.32049803,11,1,1.0,21.27272726999999,19.727272729999996,1.5454545399999944,2.909090909090909,0.04480186771173045,46.09090909
Student 111,Male,Repeater,48.0,54.0,65.0,,59.0,,,,,,,48.0,54.0,65.0,,59.0,,,,,,,48.0,54.0,65.0,,59.0,,,,,,,56.5,65,56.5,56.5,4,1.0,0.0,7.234178138,4,0,0.36363636363636365,0.0,0.0,0.0,1.0,0.12144502866474176,8.5
Student 112,Female,First Taker,62.0,62.0,58.0,62.0,56.0,52.0,67.0,56.0,63.0,72.0,,63.0,62.0,58.0,62.0,56.0,52.0,67.0,56.0,63.0,72.0,,63.0,62.0,58.0,62.0,56.0,52.0,67.0,56.0,63.0,72.0,,61.1,72,61.0,61.1,11,1.1,0.1,5.839520528,10,1,0.9090909090909091,0.10000000000000142,0.10000000000000142,0.0,1.1,0.14620907940931616,11.0
Student 113,,First Taker,49.0,58.0,63.0,72.0,,45.0,76.0,,,,,61.0,80.0,92.0,72.0,,99.0,76.0,,,,,61.0,98.0,99.0,72.0,,99.0,76.0,,,,,84.16666667,99,60.5,80.0,12,2.0,19.5,16.63029364,6,1,0.5454545454545454,23.666666669999998,19.5,4.166666669999998,2.0,0.0567205527269936,38.5
Student 114,Female,Repeater,48.0,69.0,84.0,65.0,73.0,67.0,73.0,78.0,87.0,82.0,77.0,48.0,69.0,84.0,65.0,73.0,67.0,73.0,78.0,87.0,82.0,77.0,48.0,69.0,84.0,65.0,73.0,67.0,73.0,78.0,87.0,82.0,77.0,73.0,87,73.0,73.0,12,1.090909091,0.0,10.86278049,11,1,1.0,0.0,0.0,0.0,1.0909090909090908,0.08429726916408617,14.0
Student 115,Female,First Taker,47.0,60.0,,,,,,,,,,47.0,60.0,,,,,,,,,,47.0,60.0,,,,,,,,,,53.5,60,53.5,53.5,2,1.0,0.0,9.192388155,2,1,0.18181818181818182,0.0,0.0,0.0,1.0,0.09811243300319542,6.5
Student 116,Female,First Taker,49.0,52.0,65.0,66.0,54.0,55.0,81.0,70.0,74.0,70.0,,49.0,52.0,65.0,66.0,54.0,55.0,81.0,70.0,87.0,70.0,,49.0,52.0,65.0,66.0,54.0,55.0,81.0,70.0,87.0,70.0,,64.9,87,63.6,64.9,11,1.1,1.3,12.63548794,10,1,0.9090909090909091,1.3000000000000043,1.3000000000000043,0.0,1.1,0.07333804293621779,23.4
Student 117,Female,First Taker,41.0,64.0,79.0,,,,,,,,,41.0,83.0,79.0,,,,,,,,,41.0,83.0,79.0,,,,,,,,,67.66666667,83,61.33333333,67.66666667,4,1.333333333,6.333333333,23.18045153,3,0,0.2727272727272727,6.333333339999996,6.333333339999996,0.0,1.3333333333333333,0.041355720705187345,21.666666669999998
Student 118,Female,Repeater,43.0,40.0,,,,,,,,,,43.0,40.0,,,,,,,,,,43.0,40.0,,,,,,,,,,41.5,43,41.5,41.5,2,1.0,0.0,2.121320344,2,1,0.18181818181818182,0.0,0.0,0.0,1.0,0.3203772409718418,1.5
Student 119,Female,First Taker,33.0,50.0,64.0,58.0,49.0,49.0,63.0,72.0,69.0,,67.0,33.0,54.0,79.0,58.0,63.0,49.0,63.0,72.0,69.0,,67.0,33.0,54.0,79.0,58.0,63.0,49.0,63.0,72.0,69.0,,67.0,60.7,79,57.4,60.7,13,1.3,3.3,13.07287268,10,1,0.9090909090909091,3.3000000000000043,3.3000000000000043,0.0,1.3,0.07105869730642657,21.6
Student 120,Female,First Taker,56.0,83.0,91.0,79.0,78.0,72.0,76.0,84.0,96.0,88.0,83.0,56.0,83.0,91.0,79.0,78.0,72.0,76.0,84.0,96.0,88.0,83.0,56.0,83.0,91.0,79.0,78.0,72.0,76.0,84.0,96.0,88.0,83.0,80.54545455,96,80.54545455,80.54545455,11,1.0,0.0,10.64296609,11,1,1.0,0.0,0.0,0.0,1.0,0.08588876685459797,15.454545449999998
Student 121,Female,First Taker,50.0,,,75.0,,60.0,,84.0,,76.0,,50.0,,,75.0,,60.0,,84.0,,76.0,,50.0,,,75.0,,60.0,,84.0,,76.0,,69.0,84,69.0,69.0,5,1.0,0.0,13.7113092,5,0,0.45454545454545453,0.0,0.0,0.0,1.0,0.06797491551601675,15.0
Student 122,Female,First Taker,34.0,64.0,70.0,60.0,59.0,51.0,83.0,67.0,69.0,76.0,78.0,34.0,64.0,70.0,60.0,59.0,51.0,83.0,67.0,69.0,76.0,78.0,34.0,64.0,70.0,60.0,59.0,51.0,83.0,67.0,69.0,76.0,78.0,64.63636364,83,64.63636364,64.63636364,11,1.0,0.0,13.69870598,11,1,1.0,0.0,0.0,0.0,1.0,0.06803319974973743,18.36363636
Student 123,Female,Repeater,53.0,,,,,,,,,,,55.0,,,,,,,,,,,55.0,,,,,,,,,,,55.0,55,53.0,55.0,2,2.0,2.0,0.0,1,1,0.09090909090909091,2.0,2.0,0.0,2.0,1.0,2.0
Student 124,Male,First Taker,37.0,49.0,57.0,,,,,,,,,80.0,49.0,57.0,,,,,,,,,80.0,49.0,57.0,,,,,,,,,62.0,80,47.66666667,62.0,5,1.666666667,14.33333333,16.09347694,3,0,0.2727272727272727,14.333333330000002,14.333333330000002,0.0,1.6666666666666667,0.05850184860049895,32.33333333
Student 125,Male,First Taker,37.0,61.0,74.0,64.0,79.0,60.0,73.0,81.0,81.0,80.0,90.0,37.0,71.0,88.0,79.0,71.0,64.0,83.0,81.0,80.0,80.0,90.0,37.0,94.0,98.0,98.0,79.0,64.0,83.0,81.0,81.0,80.0,90.0,80.45454545,98,70.90909091,74.90909091,21,1.909090909,4.0,17.48921746,11,1,1.0,9.545454539999994,4.0,5.545454539999994,1.9090909090909092,0.054085577291922884,27.090909089999997
Student 126,Male,Repeater,31.0,,,,,,,,,,,31.0,,,,,,,,,,,31.0,,,,,,,,,,,31.0,31,31.0,31.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 127,Female,First Taker,48.0,,,,,,,,,,,48.0,,,,,,,,,,,48.0,,,,,,,,,,,48.0,48,48.0,48.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 128,Female,First Taker,85.0,88.0,,60.0,,84.0,65.0,,,84.0,82.0,51.0,100.0,,60.0,,84.0,99.0,,,94.0,74.0,100.0,100.0,,60.0,,84.0,100.0,,,94.0,100.0,91.14285714,100,78.28571429,80.28571429,26,3.714285714,2.0,14.96026483,7,1,0.6363636363636364,12.857142850000002,2.0,10.857142850000002,3.7142857142857144,0.06265560193715157,21.71428571
Student 129,Female,Repeater,68.0,76.0,88.0,63.0,,,90.0,82.0,88.0,87.0,,68.0,87.0,87.0,63.0,,,90.0,82.0,88.0,87.0,,68.0,87.0,88.0,63.0,,,90.0,82.0,88.0,87.0,,81.625,90,80.25,81.5,10,1.25,1.25,10.29476288,8,1,0.7272727272727273,1.375,1.25,0.125,1.25,0.08853660857021904,9.75
Student 130,Male,,,57.0,,,,,,,,,,,57.0,,,,,,,,,,,57.0,,,,,,,,,,57.0,57,57.0,57.0,1,1.0,0.0,0.0,1,0,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 131,Male,Repeater,56.0,81.0,85.0,91.0,87.0,91.0,90.0,93.0,94.0,94.0,85.0,85.0,81.0,85.0,91.0,87.0,91.0,85.0,93.0,94.0,94.0,85.0,100.0,81.0,85.0,91.0,87.0,91.0,90.0,93.0,94.0,94.0,85.0,90.09090909,100,86.09090909,88.27272727,14,1.272727273,2.181818182,5.318919918,11,1,1.0,4.0,2.1818181800000076,1.8181818199999924,1.2727272727272727,0.1582548937123593,13.909090910000003
Student 132,Female,,89.0,,,,,,,,,,,89.0,,,,,,,,,,,89.0,,,,,,,,,,,89.0,89,89.0,89.0,1,1.0,0.0,0.0,1,1,0.09090909090909091,0.0,0.0,0.0,1.0,1.0,0.0
Student 133,,First Taker,37.0,30.0,58.0,,34.0,46.0,62.0,,,56.0,50.0,37.0,57.0,64.0,,34.0,49.0,62.0,,,68.0,50.0,37.0,57.0,65.0,,34.0,49.0,62.0,,,68.0,50.0,52.75,68,46.625,52.625,15,1.875,6.0,12.57832603,8,1,0.7272727272727273,6.125,6.0,0.125,1.875,0.0736467807438558,21.375
Student 134,Male,First Taker,60.0,61.0,76.0,77.0,61.0,50.0,66.0,77.0,83.0,72.0,62.0,71.0,92.0,93.0,87.0,93.0,73.0,95.0,96.0,91.0,90.0,62.0,71.0,100.0,93.0,87.0,93.0,86.0,95.0,96.0,91.0,90.0,62.0,87.63636364,100,67.72727273,85.72727273,45,4.090909091,18.0,11.35141161,11,1,1.0,19.909090910000003,18.0,1.9090909100000033,4.090909090909091,0.08096240588325758,32.272727270000004
Student 135,Female,Repeater,46.0,50.0,55.0,59.0,53.0,52.0,74.0,65.0,72.0,71.0,,39.0,50.0,55.0,59.0,53.0,52.0,74.0,65.0,72.0,71.0,,46.0,50.0,55.0,59.0,53.0,52.0,74.0,65.0,72.0,71.0,,59.7,74,59.7,59.0,11,1.1,-0.7,10.11105006,10,1,0.9090909090909091,0.0,-0.7000000000000028,0.7000000000000028,1.1,0.09000049451671717,14.299999999999997
